study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	nominal_length	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	first_created
PRJEB9718	ERP010858	SAMEA3489948	ERS797097	ERX1046402	ERR969444	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	296601	22090691	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:974-19	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:974-19	16185281	611c06ba2bad437b3a3610b22bcc57cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969444/ERR969444.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969444/ERR969444.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969444/ERR969444.fastq.gz	14891224	0d0ef32d18bb493dd7a38aff82e812d3	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969444/LG_NOX_180B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969444/LG_NOX_180B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969444/LG_NOX_180B.fastq.gz	FASTQ	10921129	b8104dee98cfeed3811ce3fd43b95e66	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969444	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969444	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969444				LG19		LG_NOX_180B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489949	ERS797098	ERX1046403	ERR969445	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	690981	51464739	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:974-20	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:974-20	37132877	81659adba10eae2cf68ada536afc91a5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969445/ERR969445.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969445/ERR969445.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969445/ERR969445.fastq.gz	34195199	caa76119d7bbb7bf9db6abc79168e2d0	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969445/LG_NOX_210B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969445/LG_NOX_210B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969445/LG_NOX_210B.fastq.gz	FASTQ	24918301	51976ae7514dda9bb8844f1832e2a21a	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969445	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969445	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969445				LG20		LG_NOX_210B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489950	ERS797099	ERX1046404	ERR969446	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	548995	40892652	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:974-21	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-21	29799513	593da923fb5e7b33a266458ca8b8778f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969446/ERR969446.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969446/ERR969446.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969446/ERR969446.fastq.gz	27440031	211fe2c9e80814cfa226a3230506e7a5	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969446/LG_NOX_240B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969446/LG_NOX_240B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969446/LG_NOX_240B.fastq.gz	FASTQ	19992001	c4f1f9d339403f58047135b7b658dc91	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969446	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969446	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969446				LG21		LG_NOX_240B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489951	ERS797100	ERX1046405	ERR969447	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	611938	45569566	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-22	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-22	32755467	e4f6d7869ad76848714a8fbbabda7151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969447/ERR969447.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969447/ERR969447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969447/ERR969447.fastq.gz	30169927	c1a0106d313ae567183d3bc14b41ab00	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969447/LG_NOX_270B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969447/LG_NOX_270B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969447/LG_NOX_270B.fastq.gz	FASTQ	22138230	e5f1733409294cb14ebaf59dd6b69b6a	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969447	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969447	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969447				LG22		LG_NOX_270B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489952	ERS797101	ERX1046406	ERR969448	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	819299	61024342	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-23	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-23	43619598	22d10fdce78db315f833ff3d45df5f14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969448/ERR969448.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969448/ERR969448.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969448/ERR969448.fastq.gz	40107458	1d36c7c0910972943eac68ab982c2667	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969448/LG_NOX_330B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969448/LG_NOX_330B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969448/LG_NOX_330B.fastq.gz	FASTQ	29261143	96ff1e28b4434af3e8dcf3d1c485b919	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969448	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969448	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969448				LG23		LG_NOX_330B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489953	ERS797102	ERX1046407	ERR969449	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	444927	33140538	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-24	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-24	24379511	ad1303097afe736de66c3d683c9e8cd0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969449/ERR969449.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969449/ERR969449.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969449/ERR969449.fastq.gz	22446379	2037923b0588cbde04019321e75feada	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969449/LG_NOX_360B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969449/LG_NOX_360B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969449/LG_NOX_360B.fastq.gz	FASTQ	16388018	bd1a71c44a47bee4b3b5f3d9804a0358	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969449	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969449	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969449				LG24		LG_NOX_360B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489954	ERS797103	ERX1046408	ERR969450	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	582134	43359120	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-25	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:975-25	31773560	5e70aaa6a58671f7605435f0e7f4e03c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969450/ERR969450.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969450/ERR969450.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969450/ERR969450.fastq.gz	29292748	674349260de87bb26a3551b136ccf0db	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969450/LG_OX_300A.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969450/LG_OX_300A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969450/LG_OX_300A.fastq.gz	FASTQ	21318270	179683580d656ff67d6a289a5200ebac	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969450	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969450	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969450				LG25		LG_OX_300A	2015-07-23
PRJEB9718	ERP010858	SAMEA3489955	ERS797104	ERX1046409	ERR969451	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	1720633	128160202	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-26	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-26	91880057	5ad2cba8f044a1e054b82abda33a03a9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969451/ERR969451.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969451/ERR969451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969451/ERR969451.fastq.gz	84576211	5ffe5d2dae7faebd1a3b7e1be16a80cc	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969451/LG_OX_300B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969451/LG_OX_300B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969451/LG_OX_300B.fastq.gz	FASTQ	61603946	c1f58fac8eec65bbc397dceced9d9b0d	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969451	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969451	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969451				LG26		LG_OX_300B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489956	ERS797105	ERX1046410	ERR969452	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	544750	40571561	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-27	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-27	29070802	e788b176e11db21e007127640c74ed5a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969452/ERR969452.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969452/ERR969452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969452/ERR969452.fastq.gz	26734272	e868a05cdbc6e568dfe0634dca1af33a	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969452/LG_OX_60A.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969452/LG_OX_60A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969452/LG_OX_60A.fastq.gz	FASTQ	19562741	6ba4295f7b64deafb09fc6bb0dc5a3c4	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969452	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969452	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969452				LG27		LG_OX_60A	2015-07-23
PRJEB9718	ERP010858	SAMEA3489957	ERS797106	ERX1046411	ERR969453	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	636196	47384309	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-28	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-28	34134445	a71639e34f43226f4cb7e7c89eb29d34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969453/ERR969453.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969453/ERR969453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969453/ERR969453.fastq.gz	31391896	6325eeb0b7da3741c5e9c79711da00c2	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969453/LG_OX_150A.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969453/LG_OX_150A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969453/LG_OX_150A.fastq.gz	FASTQ	22939034	7a02a526ed7bf896ebaa550d50511c56	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969453	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969453	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969453				LG28		LG_OX_150A	2015-07-23
PRJEB9718	ERP010858	SAMEA3489958	ERS797107	ERX1046412	ERR969454	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	925147	68905280	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-29	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-29	51037270	b9f599bda66a7563a70911e1d4716cd1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969454/ERR969454.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969454/ERR969454.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969454/ERR969454.fastq.gz	47143671	065e999d2aa7e62b49ce29426b4340bc	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969454/LG_OX_270A.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969454/LG_OX_270A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969454/LG_OX_270A.fastq.gz	FASTQ	34263535	e14296bf84441dd2e4ca323029752b5f	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969454	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969454	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969454				LG29		LG_OX_270A	2015-07-23
PRJEB9718	ERP010858	SAMEA3489959	ERS797108	ERX1046413	ERR969455	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	993863	74025801	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:976-30	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-30	53252327	714640381058a1aac0397b5c8d133bd2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969455/ERR969455.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969455/ERR969455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969455/ERR969455.fastq.gz	49006046	7b742f283ad35e53d8492d6831bbc6b1	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969455/LG_OX_330A.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969455/LG_OX_330A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969455/LG_OX_330A.fastq.gz	FASTQ	35718222	bb1f1a1399eb5ce76b05273fd5742085	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969455	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969455	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969455				LG30		LG_OX_330A	2015-07-23
PRJEB9718	ERP010858	SAMEA3489960	ERS797109	ERX1046414	ERR969456	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	1313913	97868915	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-31	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-31	70892770	f34bc600a769695294517187f7fae525	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969456/ERR969456.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969456/ERR969456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969456/ERR969456.fastq.gz	65231441	5f322d71839ee01c0a2096955e348203	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969456/LG_OX_360A.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969456/LG_OX_360A.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969456/LG_OX_360A.fastq.gz	FASTQ	47521044	c510e1f6318623b2fda58da1a02bef01	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969456	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969456	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969456				LG31		LG_OX_360A	2015-07-23
PRJEB9718	ERP010858	SAMEA3489961	ERS797110	ERX1046415	ERR969457	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	607145	45223430	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-32	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-32	32897030	09f0d3df5cad57c44c39519cb286fb48	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969457/ERR969457.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969457/ERR969457.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969457/ERR969457.fastq.gz	30278604	e2323205053e3e9dac6066c2ee00bf1f	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969457/LG_OX_60B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969457/LG_OX_60B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969457/LG_OX_60B.fastq.gz	FASTQ	22068401	919ee3590f1fa09c407c479284df1710	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969457	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969457	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969457				LG32		LG_OX_60B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489962	ERS797111	ERX1046416	ERR969458	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	464105	34567746	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-33	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-33	25191629	dad0d194e48ea07c8e68570c7876783f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969458/ERR969458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969458/ERR969458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969458/ERR969458.fastq.gz	23175163	209fb70c2d7822d6c20b478c24b0d770	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969458/LG_OX_150B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969458/LG_OX_150B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969458/LG_OX_150B.fastq.gz	FASTQ	16929357	8e0c201d199750914a9bc715d47cdf2d	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969458	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969458	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969458				LG33		LG_OX_150B	2015-07-23
PRJEB9718	ERP010858	SAMEA3489963	ERS797112	ERX1046417	ERR969459	ERA460552	1596	Lactobacillus gasseri	ILLUMINA	NextSeq 500	unspecified	SINGLE		WGS	GENOMIC	unspecified	531069	39547192	WEIZMANN INSTITUE OF SCIENCE	2015-07-30	2018-11-16	NextSeq 500 sequencing	Growth dynamics of gut microbiota in health and disease inferred from single metagenomic samples	ena-STUDY-WEIZMANN INSTITUE OF SCIENCE-25-06-2015-22:50:05:300-39	ena-EXPERIMENT-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-34	ena-RUN-WEIZMANN INSTITUE OF SCIENCE-23-07-2015-11:20:09:977-34	29681754	b4eef17855f4541039a2ae2fa0feb3b0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969459/ERR969459.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR969/ERR969459/ERR969459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR969/ERR969459/ERR969459.fastq.gz	27525833	a0d780d7e4b70089307c5432867d4726	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969459/LG_OX_270B.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR969/ERR969459/LG_OX_270B.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR969/ERR969459/LG_OX_270B.fastq.gz	FASTQ	19955910	96f49a2acc6357792d1dd254094dcd46	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969459	fasp.sra.ebi.ac.uk:/vol1/err/ERR969/ERR969459	ftp.sra.ebi.ac.uk/vol1/err/ERR969/ERR969459				LG34		LG_OX_270B	2015-07-23
